Area,Latitude,Longitude,Date,Temperature_C
Dubai,25.2048,55.2708,2025-06-20,33.06
Dubai,25.2048,55.2708,2025-06-21,33.24
Dubai,25.2048,55.2708,2025-06-22,33.14
Dubai,25.2048,55.2708,2025-06-23,33.18
Dubai,25.2048,55.2708,2025-06-24,32.96
Dubai,25.2048,55.2708,2025-06-25,32.82
Dubai,25.2048,55.2708,2025-06-26,33.01
Dubai,25.2048,55.2708,2025-06-27,34.02
Dubai,25.2048,55.2708,2025-06-28,34.82
Dubai,25.2048,55.2708,2025-06-29,34.09
Dubai,25.2048,55.2708,2025-06-30,33.3
Dubai,25.2048,55.2708,2025-07-01,34.68
Dubai,25.2048,55.2708,2025-07-02,33.4
Dubai,25.2048,55.2708,2025-07-03,33.33
Dubai,25.2048,55.2708,2025-07-04,33.11
Dubai,25.2048,55.2708,2025-07-05,32.91
Dubai,25.2048,55.2708,2025-07-06,32.54
Dubai,25.2048,55.2708,2025-07-07,32.81
Dubai,25.2048,55.2708,2025-07-08,33.57
Dubai,25.2048,55.2708,2025-07-09,33.16
Dubai,25.2048,55.2708,2025-07-10,33.88
Dubai,25.2048,55.2708,2025-07-11,34.28
Dubai,25.2048,55.2708,2025-07-12,34.87
Dubai,25.2048,55.2708,2025-07-13,35.6
Dubai,25.2048,55.2708,2025-07-14,36.17
Dubai,25.2048,55.2708,2025-07-15,36.0
Dubai,25.2048,55.2708,2025-07-16,35.58
Dubai,25.2048,55.2708,2025-07-17,35.51
Dubai,25.2048,55.2708,2025-07-18,37.52
Dubai,25.2048,55.2708,2025-07-19,36.25
Dubai,25.2048,55.2708,2025-07-20,35.22
Dubai,25.2048,55.2708,2025-07-21,37.54
Dubai,25.2048,55.2708,2025-07-22,37.24
Dubai,25.2048,55.2708,2025-07-23,34.57
Dubai,25.2048,55.2708,2025-07-24,35.39
Dubai,25.2048,55.2708,2025-07-25,37.69
Dubai,25.2048,55.2708,2025-07-26,37.08
Dubai,25.2048,55.2708,2025-07-27,36.56
Dubai,25.2048,55.2708,2025-07-28,36.61
Dubai,25.2048,55.2708,2025-07-29,37.04
Dubai,25.2048,55.2708,2025-07-30,35.61
Dubai,25.2048,55.2708,2025-07-31,37.3
Dubai,25.2048,55.2708,2025-08-01,39.59
Dubai,25.2048,55.2708,2025-08-02,37.77
Dubai,25.2048,55.2708,2025-08-03,36.84
Dubai,25.2048,55.2708,2025-08-04,37.3
Dubai,25.2048,55.2708,2025-08-05,37.32
Dubai,25.2048,55.2708,2025-08-06,37.49
Dubai,25.2048,55.2708,2025-08-07,37.14
Dubai,25.2048,55.2708,2025-08-08,36.84
Dubai,25.2048,55.2708,2025-08-09,36.64
Dubai,25.2048,55.2708,2025-08-10,36.84
Dubai,25.2048,55.2708,2025-08-11,36.46
Dubai,25.2048,55.2708,2025-08-12,36.06
Dubai,25.2048,55.2708,2025-08-13,35.26
Dubai,25.2048,55.2708,2025-08-14,35.81
Dubai,25.2048,55.2708,2025-08-15,36.84
Dubai,25.2048,55.2708,2025-08-16,36.93
Dubai,25.2048,55.2708,2025-08-17,36.48
Dubai,25.2048,55.2708,2025-08-18,35.52
Dubai,25.2048,55.2708,2025-08-19,35.23
Dubai,25.2048,55.2708,2025-08-20,36.52
Dubai,25.2048,55.2708,2025-08-21,36.19
Dubai,25.2048,55.2708,2025-08-22,35.07
Dubai,25.2048,55.2708,2025-08-23,34.82
Dubai,25.2048,55.2708,2025-08-24,33.81
Dubai,25.2048,55.2708,2025-08-25,35.05
Dubai,25.2048,55.2708,2025-08-26,35.86
Dubai,25.2048,55.2708,2025-08-27,36.26
Dubai,25.2048,55.2708,2025-08-28,36.48
Dubai,25.2048,55.2708,2025-08-29,36.1
Dubai,25.2048,55.2708,2025-08-30,35.72
Dubai,25.2048,55.2708,2025-08-31,36.18
Dubai,25.2048,55.2708,2025-09-01,34.82
Dubai,25.2048,55.2708,2025-09-02,33.83
Dubai,25.2048,55.2708,2025-09-03,34.5
Dubai,25.2048,55.2708,2025-09-04,36.52
Dubai,25.2048,55.2708,2025-09-05,35.89
Dubai,25.2048,55.2708,2025-09-06,35.75
Dubai,25.2048,55.2708,2025-09-07,34.18
Dubai,25.2048,55.2708,2025-09-08,33.78
Dubai,25.2048,55.2708,2025-09-09,35.7
Dubai,25.2048,55.2708,2025-09-10,34.73
Dubai,25.2048,55.2708,2025-09-11,35.01
Dubai,25.2048,55.2708,2025-09-12,35.03
Dubai,25.2048,55.2708,2025-09-13,34.55
Dubai,25.2048,55.2708,2025-09-14,33.98
Dubai,25.2048,55.2708,2025-09-15,33.43
Dubai,25.2048,55.2708,2025-09-16,33.64
Dubai,25.2048,55.2708,2025-09-17,33.54
Dubai,25.2048,55.2708,2025-09-18,33.89
Dubai,25.2048,55.2708,2025-09-19,33.22
Dubai,25.2048,55.2708,2025-09-20,34.12
Dubai,25.2048,55.2708,2025-09-21,33.92
Dubai,25.2048,55.2708,2025-09-22,33.65
Dubai,25.2048,55.2708,2025-09-23,32.34
Dubai,25.2048,55.2708,2025-09-24,33.43
Dubai,25.2048,55.2708,2025-09-25,32.86
Dubai,25.2048,55.2708,2025-09-26,33.09
Dubai,25.2048,55.2708,2025-09-27,34.08
Dubai,25.2048,55.2708,2025-09-28,33.4
Dubai,25.2048,55.2708,2025-09-29,32.95
Dubai,25.2048,55.2708,2025-09-30,33.17
Dubai,25.2048,55.2708,2025-10-01,32.62
Dubai,25.2048,55.2708,2025-10-02,32.16
Dubai,25.2048,55.2708,2025-10-03,32.56
Dubai,25.2048,55.2708,2025-10-04,32.54
Dubai,25.2048,55.2708,2025-10-05,32.0
Dubai,25.2048,55.2708,2025-10-06,31.84
Dubai,25.2048,55.2708,2025-10-07,31.92
Dubai,25.2048,55.2708,2025-10-08,31.73
Dubai,25.2048,55.2708,2025-10-09,32.06
Dubai,25.2048,55.2708,2025-10-10,31.78
Dubai,25.2048,55.2708,2025-10-11,31.07
Dubai,25.2048,55.2708,2025-10-12,31.6
Dubai,25.2048,55.2708,2025-10-13,32.64
Dubai,25.2048,55.2708,2025-10-14,31.52
Dubai,25.2048,55.2708,2025-10-15,31.32
Dubai,25.2048,55.2708,2025-10-16,30.9
Dubai,25.2048,55.2708,2025-10-17,30.69
Dubai,25.2048,55.2708,2025-10-18,30.52
Dubai,25.2048,55.2708,2025-10-19,29.97
Dubai,25.2048,55.2708,2025-10-20,30.34
Dubai,25.2048,55.2708,2025-10-21,30.53
Dubai,25.2048,55.2708,2025-10-22,30.43
Dubai,25.2048,55.2708,2025-10-23,30.43
Dubai,25.2048,55.2708,2025-10-24,30.33
Dubai,25.2048,55.2708,2025-10-25,29.41
Dubai,25.2048,55.2708,2025-10-26,28.87
Dubai,25.2048,55.2708,2025-10-27,28.99
Dubai,25.2048,55.2708,2025-10-28,29.96
Dubai,25.2048,55.2708,2025-10-29,29.86
Dubai,25.2048,55.2708,2025-10-30,29.74
Dubai,25.2048,55.2708,2025-10-31,29.79
Dubai,25.2048,55.2708,2025-11-01,30.0
Dubai,25.2048,55.2708,2025-11-02,29.11
Dubai,25.2048,55.2708,2025-11-03,28.56
Dubai,25.2048,55.2708,2025-11-04,29.29
Dubai,25.2048,55.2708,2025-11-05,28.49
Dubai,25.2048,55.2708,2025-11-06,27.97
Dubai,25.2048,55.2708,2025-11-07,27.36
Dubai,25.2048,55.2708,2025-11-08,26.61
Dubai,25.2048,55.2708,2025-11-09,27.54
Dubai,25.2048,55.2708,2025-11-10,27.71
Dubai,25.2048,55.2708,2025-11-11,27.85
Dubai,25.2048,55.2708,2025-11-12,27.94
Dubai,25.2048,55.2708,2025-11-13,27.44
Dubai,25.2048,55.2708,2025-11-14,27.54
Dubai,25.2048,55.2708,2025-11-15,27.31
Dubai,25.2048,55.2708,2025-11-16,27.16
Dubai,25.2048,55.2708,2025-11-17,26.7
Dubai,25.2048,55.2708,2025-11-18,26.67
Dubai,25.2048,55.2708,2025-11-19,27.05
Dubai,25.2048,55.2708,2025-11-20,26.81
Dubai,25.2048,55.2708,2025-11-21,27.33
Dubai,25.2048,55.2708,2025-11-22,27.36
Dubai,25.2048,55.2708,2025-11-23,26.9
Dubai,25.2048,55.2708,2025-11-24,26.38
Dubai,25.2048,55.2708,2025-11-25,25.94
Dubai,25.2048,55.2708,2025-11-26,25.39
Dubai,25.2048,55.2708,2025-11-27,25.29
Dubai,25.2048,55.2708,2025-11-28,24.67
Dubai,25.2048,55.2708,2025-11-29,25.0
Dubai,25.2048,55.2708,2025-11-30,24.99
Dubai,25.2048,55.2708,2025-12-01,24.93
Dubai,25.2048,55.2708,2025-12-02,25.17
Dubai,25.2048,55.2708,2025-12-03,25.17
Dubai,25.2048,55.2708,2025-12-04,25.07
Dubai,25.2048,55.2708,2025-12-05,24.73
Dubai,25.2048,55.2708,2025-12-06,24.6
Dubai,25.2048,55.2708,2025-12-07,25.44
Dubai,25.2048,55.2708,2025-12-08,25.19
Dubai,25.2048,55.2708,2025-12-09,25.19
Dubai,25.2048,55.2708,2025-12-10,24.69
Dubai,25.2048,55.2708,2025-12-11,25.01
Dubai,25.2048,55.2708,2025-12-12,25.18
Dubai,25.2048,55.2708,2025-12-13,24.87
Dubai,25.2048,55.2708,2025-12-14,23.81
Dubai,25.2048,55.2708,2025-12-15,25.12
Dubai,25.2048,55.2708,2025-12-16,23.93
Dubai,25.2048,55.2708,2025-12-17,24.14
Dubai,25.2048,55.2708,2025-12-18,24.15
Dubai,25.2048,55.2708,2025-12-19,19.88
Dubai,25.2048,55.2708,2025-12-20,19.56
Dubai,25.2048,55.2708,2025-12-21,19.6
Dubai,25.2048,55.2708,2025-12-22,20.62
Dubai,25.2048,55.2708,2025-12-23,20.67
Dubai,25.2048,55.2708,2025-12-24,20.8
Dubai,25.2048,55.2708,2025-12-25,21.74
Dubai,25.2048,55.2708,2025-12-26,21.99
Dubai,25.2048,55.2708,2025-12-27,22.01
Dubai,25.2048,55.2708,2025-12-28,22.9
Dubai,25.2048,55.2708,2025-12-29,22.86
Dubai,25.2048,55.2708,2025-12-30,22.28
Dubai,25.2048,55.2708,2025-12-31,-999.0
London,51.5074,-0.1278,2024-01-01,7.56
London,51.5074,-0.1278,2024-01-02,10.54
London,51.5074,-0.1278,2024-01-03,8.6
London,51.5074,-0.1278,2024-01-04,6.85
London,51.5074,-0.1278,2024-01-05,4.98
London,51.5074,-0.1278,2024-01-06,3.03
London,51.5074,-0.1278,2024-01-07,1.08
London,51.5074,-0.1278,2024-01-08,0.7
London,51.5074,-0.1278,2024-01-09,-0.63
London,51.5074,-0.1278,2024-01-10,-0.59
London,51.5074,-0.1278,2024-01-11,0.91
London,51.5074,-0.1278,2024-01-12,3.46
London,51.5074,-0.1278,2024-01-13,0.95
London,51.5074,-0.1278,2024-01-14,1.52
London,51.5074,-0.1278,2024-01-15,-1.87
London,51.5074,-0.1278,2024-01-16,-1.35
London,51.5074,-0.1278,2024-01-17,-0.56
London,51.5074,-0.1278,2024-01-18,-2.35
London,51.5074,-0.1278,2024-01-19,-1.06
London,51.5074,-0.1278,2024-01-20,1.6
London,51.5074,-0.1278,2024-01-21,7.86
London,51.5074,-0.1278,2024-01-22,8.45
London,51.5074,-0.1278,2024-01-23,7.79
London,51.5074,-0.1278,2024-01-24,8.2
London,51.5074,-0.1278,2024-01-25,8.46
London,51.5074,-0.1278,2024-01-26,6.49
London,51.5074,-0.1278,2024-01-27,3.74
London,51.5074,-0.1278,2024-01-28,5.87
London,51.5074,-0.1278,2024-01-29,8.69
London,51.5074,-0.1278,2024-01-30,6.8
London,51.5074,-0.1278,2024-01-31,6.0
London,51.5074,-0.1278,2024-02-01,4.37
London,51.5074,-0.1278,2024-02-02,7.6
London,51.5074,-0.1278,2024-02-03,10.52
London,51.5074,-0.1278,2024-02-04,10.16
London,51.5074,-0.1278,2024-02-05,8.89
London,51.5074,-0.1278,2024-02-06,10.66
London,51.5074,-0.1278,2024-02-07,5.18
London,51.5074,-0.1278,2024-02-08,7.15
London,51.5074,-0.1278,2024-02-09,9.94
London,51.5074,-0.1278,2024-02-10,8.38
London,51.5074,-0.1278,2024-02-11,6.35
London,51.5074,-0.1278,2024-02-12,4.71
London,51.5074,-0.1278,2024-02-13,7.34
London,51.5074,-0.1278,2024-02-14,11.0
London,51.5074,-0.1278,2024-02-15,11.5
London,51.5074,-0.1278,2024-02-16,9.54
London,51.5074,-0.1278,2024-02-17,9.45
London,51.5074,-0.1278,2024-02-18,10.53
London,51.5074,-0.1278,2024-02-19,8.26
London,51.5074,-0.1278,2024-02-20,7.59
London,51.5074,-0.1278,2024-02-21,9.38
London,51.5074,-0.1278,2024-02-22,7.78
London,51.5074,-0.1278,2024-02-23,5.05
London,51.5074,-0.1278,2024-02-24,4.24
London,51.5074,-0.1278,2024-02-25,4.86
London,51.5074,-0.1278,2024-02-26,5.0
London,51.5074,-0.1278,2024-02-27,4.15
London,51.5074,-0.1278,2024-02-28,7.96
London,51.5074,-0.1278,2024-02-29,8.77
London,51.5074,-0.1278,2024-03-01,5.23
London,51.5074,-0.1278,2024-03-02,4.75
London,51.5074,-0.1278,2024-03-03,3.58
London,51.5074,-0.1278,2024-03-04,5.0
London,51.5074,-0.1278,2024-03-05,5.73
London,51.5074,-0.1278,2024-03-06,5.98
London,51.5074,-0.1278,2024-03-07,6.37
London,51.5074,-0.1278,2024-03-08,6.28
London,51.5074,-0.1278,2024-03-09,8.77
London,51.5074,-0.1278,2024-03-10,8.07
London,51.5074,-0.1278,2024-03-11,6.91
London,51.5074,-0.1278,2024-03-12,9.11
London,51.5074,-0.1278,2024-03-13,10.46
London,51.5074,-0.1278,2024-03-14,10.8
London,51.5074,-0.1278,2024-03-15,10.92
London,51.5074,-0.1278,2024-03-16,8.42
London,51.5074,-0.1278,2024-03-17,10.98
London,51.5074,-0.1278,2024-03-18,9.53
London,51.5074,-0.1278,2024-03-19,9.95
London,51.5074,-0.1278,2024-03-20,11.32
London,51.5074,-0.1278,2024-03-21,9.44
London,51.5074,-0.1278,2024-03-22,8.37
London,51.5074,-0.1278,2024-03-23,5.48
London,51.5074,-0.1278,2024-03-24,7.12
London,51.5074,-0.1278,2024-03-25,7.48
London,51.5074,-0.1278,2024-03-26,8.26
London,51.5074,-0.1278,2024-03-27,7.49
London,51.5074,-0.1278,2024-03-28,8.14
London,51.5074,-0.1278,2024-03-29,8.97
London,51.5074,-0.1278,2024-03-30,8.75
London,51.5074,-0.1278,2024-03-31,9.52
London,51.5074,-0.1278,2024-04-01,9.62
London,51.5074,-0.1278,2024-04-02,10.28
London,51.5074,-0.1278,2024-04-03,10.62
London,51.5074,-0.1278,2024-04-04,11.98
London,51.5074,-0.1278,2024-04-05,13.09
London,51.5074,-0.1278,2024-04-06,13.92
London,51.5074,-0.1278,2024-04-07,11.68
London,51.5074,-0.1278,2024-04-08,11.52
London,51.5074,-0.1278,2024-04-09,8.75
London,51.5074,-0.1278,2024-04-10,8.99
London,51.5074,-0.1278,2024-04-11,13.94
London,51.5074,-0.1278,2024-04-12,13.07
London,51.5074,-0.1278,2024-04-13,12.98
London,51.5074,-0.1278,2024-04-14,9.65
London,51.5074,-0.1278,2024-04-15,7.87
London,51.5074,-0.1278,2024-04-16,8.2
London,51.5074,-0.1278,2024-04-17,6.49
London,51.5074,-0.1278,2024-04-18,8.08
London,51.5074,-0.1278,2024-04-19,9.07
London,51.5074,-0.1278,2024-04-20,5.9
London,51.5074,-0.1278,2024-04-21,6.03
London,51.5074,-0.1278,2024-04-22,5.41
London,51.5074,-0.1278,2024-04-23,5.8
London,51.5074,-0.1278,2024-04-24,5.98
London,51.5074,-0.1278,2024-04-25,6.93
London,51.5074,-0.1278,2024-04-26,7.29
London,51.5074,-0.1278,2024-04-27,8.28
London,51.5074,-0.1278,2024-04-28,8.18
London,51.5074,-0.1278,2024-04-29,10.27
London,51.5074,-0.1278,2024-04-30,11.87
London,51.5074,-0.1278,2024-05-01,13.47
London,51.5074,-0.1278,2024-05-02,13.32
London,51.5074,-0.1278,2024-05-03,10.34
London,51.5074,-0.1278,2024-05-04,10.99
London,51.5074,-0.1278,2024-05-05,11.77
London,51.5074,-0.1278,2024-05-06,12.05
London,51.5074,-0.1278,2024-05-07,12.7
London,51.5074,-0.1278,2024-05-08,12.44
London,51.5074,-0.1278,2024-05-09,15.42
London,51.5074,-0.1278,2024-05-10,14.95
London,51.5074,-0.1278,2024-05-11,14.92
London,51.5074,-0.1278,2024-05-12,16.72
London,51.5074,-0.1278,2024-05-13,14.9
London,51.5074,-0.1278,2024-05-14,14.1
London,51.5074,-0.1278,2024-05-15,14.48
London,51.5074,-0.1278,2024-05-16,12.81
London,51.5074,-0.1278,2024-05-17,15.2
London,51.5074,-0.1278,2024-05-18,15.11
London,51.5074,-0.1278,2024-05-19,14.78
London,51.5074,-0.1278,2024-05-20,13.63
London,51.5074,-0.1278,2024-05-21,13.42
London,51.5074,-0.1278,2024-05-22,14.04
London,51.5074,-0.1278,2024-05-23,13.59
London,51.5074,-0.1278,2024-05-24,13.29
London,51.5074,-0.1278,2024-05-25,14.8
London,51.5074,-0.1278,2024-05-26,14.73
London,51.5074,-0.1278,2024-05-27,12.46
London,51.5074,-0.1278,2024-05-28,13.87
London,51.5074,-0.1278,2024-05-29,15.05
London,51.5074,-0.1278,2024-05-30,13.18
London,51.5074,-0.1278,2024-05-31,12.27
London,51.5074,-0.1278,2024-06-01,13.03
London,51.5074,-0.1278,2024-06-02,14.6
London,51.5074,-0.1278,2024-06-03,15.44
London,51.5074,-0.1278,2024-06-04,15.77
London,51.5074,-0.1278,2024-06-05,11.87
London,51.5074,-0.1278,2024-06-06,13.16
London,51.5074,-0.1278,2024-06-07,13.73
London,51.5074,-0.1278,2024-06-08,13.45
London,51.5074,-0.1278,2024-06-09,12.76
London,51.5074,-0.1278,2024-06-10,11.89
London,51.5074,-0.1278,2024-06-11,11.29
London,51.5074,-0.1278,2024-06-12,12.38
London,51.5074,-0.1278,2024-06-13,11.91
London,51.5074,-0.1278,2024-06-14,14.56
London,51.5074,-0.1278,2024-06-15,13.47
London,51.5074,-0.1278,2024-06-16,14.57
London,51.5074,-0.1278,2024-06-17,15.51
London,51.5074,-0.1278,2024-06-18,15.81
London,51.5074,-0.1278,2024-06-19,14.73
London,51.5074,-0.1278,2024-06-20,14.84
London,51.5074,-0.1278,2024-06-21,16.81
London,51.5074,-0.1278,2024-06-22,16.8
London,51.5074,-0.1278,2024-06-23,17.91
London,51.5074,-0.1278,2024-06-24,19.84
London,51.5074,-0.1278,2024-06-25,20.07
London,51.5074,-0.1278,2024-06-26,20.68
London,51.5074,-0.1278,2024-06-27,18.1
London,51.5074,-0.1278,2024-06-28,15.92
London,51.5074,-0.1278,2024-06-29,17.06
London,51.5074,-0.1278,2024-06-30,15.74
London,51.5074,-0.1278,2024-07-01,15.75
London,51.5074,-0.1278,2024-07-02,15.27
London,51.5074,-0.1278,2024-07-03,15.65
London,51.5074,-0.1278,2024-07-04,15.18
London,51.5074,-0.1278,2024-07-05,16.89
London,51.5074,-0.1278,2024-07-06,14.08
London,51.5074,-0.1278,2024-07-07,13.84
London,51.5074,-0.1278,2024-07-08,14.69
London,51.5074,-0.1278,2024-07-09,17.18
London,51.5074,-0.1278,2024-07-10,17.28
London,51.5074,-0.1278,2024-07-11,16.73
London,51.5074,-0.1278,2024-07-12,14.53
London,51.5074,-0.1278,2024-07-13,14.31
London,51.5074,-0.1278,2024-07-14,16.0
London,51.5074,-0.1278,2024-07-15,16.27
London,51.5074,-0.1278,2024-07-16,17.07
London,51.5074,-0.1278,2024-07-17,17.66
London,51.5074,-0.1278,2024-07-18,19.8
London,51.5074,-0.1278,2024-07-19,21.98
London,51.5074,-0.1278,2024-07-20,19.13
London,51.5074,-0.1278,2024-07-21,18.25
London,51.5074,-0.1278,2024-07-22,18.45
London,51.5074,-0.1278,2024-07-23,18.95
London,51.5074,-0.1278,2024-07-24,18.35
London,51.5074,-0.1278,2024-07-25,17.81
London,51.5074,-0.1278,2024-07-26,17.93
London,51.5074,-0.1278,2024-07-27,17.11
London,51.5074,-0.1278,2024-07-28,18.31
London,51.5074,-0.1278,2024-07-29,19.76
London,51.5074,-0.1278,2024-07-30,20.99
London,51.5074,-0.1278,2024-07-31,20.9
London,51.5074,-0.1278,2024-08-01,21.76
London,51.5074,-0.1278,2024-08-02,21.06
London,51.5074,-0.1278,2024-08-03,18.86
London,51.5074,-0.1278,2024-08-04,16.78
London,51.5074,-0.1278,2024-08-05,19.07
London,51.5074,-0.1278,2024-08-06,18.98
London,51.5074,-0.1278,2024-08-07,17.01
London,51.5074,-0.1278,2024-08-08,17.61
London,51.5074,-0.1278,2024-08-09,19.74
London,51.5074,-0.1278,2024-08-10,19.33
London,51.5074,-0.1278,2024-08-11,20.65
London,51.5074,-0.1278,2024-08-12,23.19
London,51.5074,-0.1278,2024-08-13,19.57
London,51.5074,-0.1278,2024-08-14,19.81
London,51.5074,-0.1278,2024-08-15,18.87
London,51.5074,-0.1278,2024-08-16,19.0
London,51.5074,-0.1278,2024-08-17,16.72
London,51.5074,-0.1278,2024-08-18,16.75
London,51.5074,-0.1278,2024-08-19,16.72
London,51.5074,-0.1278,2024-08-20,18.32
London,51.5074,-0.1278,2024-08-21,15.87
London,51.5074,-0.1278,2024-08-22,17.59
London,51.5074,-0.1278,2024-08-23,18.16
London,51.5074,-0.1278,2024-08-24,14.76
London,51.5074,-0.1278,2024-08-25,15.07
London,51.5074,-0.1278,2024-08-26,17.11
London,51.5074,-0.1278,2024-08-27,17.35
London,51.5074,-0.1278,2024-08-28,19.55
London,51.5074,-0.1278,2024-08-29,16.6
London,51.5074,-0.1278,2024-08-30,16.34
London,51.5074,-0.1278,2024-08-31,16.88
London,51.5074,-0.1278,2024-09-01,20.73
London,51.5074,-0.1278,2024-09-02,19.58
London,51.5074,-0.1278,2024-09-03,18.24
London,51.5074,-0.1278,2024-09-04,15.97
London,51.5074,-0.1278,2024-09-05,16.71
London,51.5074,-0.1278,2024-09-06,18.55
London,51.5074,-0.1278,2024-09-07,17.77
London,51.5074,-0.1278,2024-09-08,16.8
London,51.5074,-0.1278,2024-09-09,14.58
London,51.5074,-0.1278,2024-09-10,13.76
London,51.5074,-0.1278,2024-09-11,10.78
London,51.5074,-0.1278,2024-09-12,9.74
London,51.5074,-0.1278,2024-09-13,10.89
London,51.5074,-0.1278,2024-09-14,12.19
London,51.5074,-0.1278,2024-09-15,13.38
London,51.5074,-0.1278,2024-09-16,14.26
London,51.5074,-0.1278,2024-09-17,14.47
London,51.5074,-0.1278,2024-09-18,16.91
London,51.5074,-0.1278,2024-09-19,17.76
London,51.5074,-0.1278,2024-09-20,17.09
London,51.5074,-0.1278,2024-09-21,17.68
London,51.5074,-0.1278,2024-09-22,17.65
London,51.5074,-0.1278,2024-09-23,15.98
London,51.5074,-0.1278,2024-09-24,14.52
London,51.5074,-0.1278,2024-09-25,13.64
London,51.5074,-0.1278,2024-09-26,14.28
London,51.5074,-0.1278,2024-09-27,10.45
London,51.5074,-0.1278,2024-09-28,9.34
London,51.5074,-0.1278,2024-09-29,10.91
London,51.5074,-0.1278,2024-09-30,14.17
London,51.5074,-0.1278,2024-10-01,12.01
London,51.5074,-0.1278,2024-10-02,13.29
London,51.5074,-0.1278,2024-10-03,11.31
London,51.5074,-0.1278,2024-10-04,11.44
London,51.5074,-0.1278,2024-10-05,12.0
London,51.5074,-0.1278,2024-10-06,13.18
London,51.5074,-0.1278,2024-10-07,14.24
London,51.5074,-0.1278,2024-10-08,14.66
London,51.5074,-0.1278,2024-10-09,13.63
London,51.5074,-0.1278,2024-10-10,8.67
London,51.5074,-0.1278,2024-10-11,7.01
London,51.5074,-0.1278,2024-10-12,10.43
London,51.5074,-0.1278,2024-10-13,7.06
London,51.5074,-0.1278,2024-10-14,9.85
London,51.5074,-0.1278,2024-10-15,13.18
London,51.5074,-0.1278,2024-10-16,16.75
London,51.5074,-0.1278,2024-10-17,13.16
London,51.5074,-0.1278,2024-10-18,11.48
London,51.5074,-0.1278,2024-10-19,13.06
London,51.5074,-0.1278,2024-10-20,13.39
London,51.5074,-0.1278,2024-10-21,11.96
London,51.5074,-0.1278,2024-10-22,10.73
London,51.5074,-0.1278,2024-10-23,11.27
London,51.5074,-0.1278,2024-10-24,12.15
London,51.5074,-0.1278,2024-10-25,13.96
London,51.5074,-0.1278,2024-10-26,11.09
London,51.5074,-0.1278,2024-10-27,9.82
London,51.5074,-0.1278,2024-10-28,13.04
London,51.5074,-0.1278,2024-10-29,12.35
London,51.5074,-0.1278,2024-10-30,11.0
London,51.5074,-0.1278,2024-10-31,10.7
London,51.5074,-0.1278,2024-11-01,10.01
London,51.5074,-0.1278,2024-11-02,11.62
London,51.5074,-0.1278,2024-11-03,10.77
London,51.5074,-0.1278,2024-11-04,9.18
London,51.5074,-0.1278,2024-11-05,8.76
London,51.5074,-0.1278,2024-11-06,8.7
London,51.5074,-0.1278,2024-11-07,9.57
London,51.5074,-0.1278,2024-11-08,7.93
London,51.5074,-0.1278,2024-11-09,6.56
London,51.5074,-0.1278,2024-11-10,6.84
London,51.5074,-0.1278,2024-11-11,7.25
London,51.5074,-0.1278,2024-11-12,7.97
London,51.5074,-0.1278,2024-11-13,7.76
London,51.5074,-0.1278,2024-11-14,7.91
London,51.5074,-0.1278,2024-11-15,6.34
London,51.5074,-0.1278,2024-11-16,6.96
London,51.5074,-0.1278,2024-11-17,6.93
London,51.5074,-0.1278,2024-11-18,6.0
London,51.5074,-0.1278,2024-11-19,4.49
London,51.5074,-0.1278,2024-11-20,-0.03
London,51.5074,-0.1278,2024-11-21,-0.99
London,51.5074,-0.1278,2024-11-22,1.42
London,51.5074,-0.1278,2024-11-23,8.19
London,51.5074,-0.1278,2024-11-24,14.76
London,51.5074,-0.1278,2024-11-25,8.72
London,51.5074,-0.1278,2024-11-26,6.15
London,51.5074,-0.1278,2024-11-27,5.75
London,51.5074,-0.1278,2024-11-28,2.05
London,51.5074,-0.1278,2024-11-29,5.31
London,51.5074,-0.1278,2024-11-30,9.64
London,51.5074,-0.1278,2024-12-01,10.91
London,51.5074,-0.1278,2024-12-02,8.11
London,51.5074,-0.1278,2024-12-03,4.15
London,51.5074,-0.1278,2024-12-04,4.89
London,51.5074,-0.1278,2024-12-05,10.97
London,51.5074,-0.1278,2024-12-06,6.58
London,51.5074,-0.1278,2024-12-07,7.03
London,51.5074,-0.1278,2024-12-08,6.51
London,51.5074,-0.1278,2024-12-09,6.14
London,51.5074,-0.1278,2024-12-10,5.36
London,51.5074,-0.1278,2024-12-11,5.49
London,51.5074,-0.1278,2024-12-12,5.57
London,51.5074,-0.1278,2024-12-13,3.14
London,51.5074,-0.1278,2024-12-14,3.73
London,51.5074,-0.1278,2024-12-15,7.92
London,51.5074,-0.1278,2024-12-16,8.46
London,51.5074,-0.1278,2024-12-17,7.64
London,51.5074,-0.1278,2024-12-18,11.75
London,51.5074,-0.1278,2024-12-19,5.26
London,51.5074,-0.1278,2024-12-20,4.82
London,51.5074,-0.1278,2024-12-21,7.34
London,51.5074,-0.1278,2024-12-22,4.84
London,51.5074,-0.1278,2024-12-23,3.73
London,51.5074,-0.1278,2024-12-24,7.54
London,51.5074,-0.1278,2024-12-25,6.97
London,51.5074,-0.1278,2024-12-26,6.32
London,51.5074,-0.1278,2024-12-27,5.49
London,51.5074,-0.1278,2024-12-28,3.15
London,51.5074,-0.1278,2024-12-29,4.85
London,51.5074,-0.1278,2024-12-30,6.1
London,51.5074,-0.1278,2024-12-31,8.46
London,51.5074,-0.1278,2025-01-01,8.14
London,51.5074,-0.1278,2025-01-02,0.66
London,51.5074,-0.1278,2025-01-03,-0.8
London,51.5074,-0.1278,2025-01-04,0.9
